surname,nationality,split
akera,Japanese,train
takara,Japanese,train
ishimaru,Japanese,train
sanda,Japanese,train
kikkawa,Japanese,train
kitabatake,Japanese,train
segawa,Japanese,train
hachirobei,Japanese,train
kamisaka,Japanese,train
tojo,Japanese,train
takenouchi,Japanese,train
yokoyama,Japanese,train
koga,Japanese,train
ibuka,Japanese,train
nishiwaki,Japanese,train
toru,Japanese,train
itami,Japanese,train
nagasawa,Japanese,train
nogushi,Japanese,train
kawasie,Japanese,train
ishinomori,Japanese,train
inukai,Japanese,train
hanari,Japanese,train
tatsuya,Japanese,train
kanegawa,Japanese,train
sumitimo,Japanese,train
imaizumi,Japanese,train
hirayama,Japanese,train
amori,Japanese,train
yamada,Japanese,train
kusatsu,Japanese,train
matsuoka,Japanese,train
obuchi,Japanese,train
yasutake,Japanese,train
fukao,Japanese,train
matsuda,Japanese,train
koshin,Japanese,train
okazaki,Japanese,train
masudu,Japanese,train
siagyo,Japanese,train
miki,Japanese,train
hamacho,Japanese,train
yamamoto,Japanese,train
nakasato,Japanese,train
ueshima,Japanese,train
minamoto,Japanese,train
hamada,Japanese,train
shirahata,Japanese,train
fujiwara,Japanese,train
uemura,Japanese,train
kon,Japanese,train
shiomiya,Japanese,train
chikamatsu,Japanese,train
ishikawa,Japanese,train
joshuya,Japanese,train
takei,Japanese,train
yasujiro,Japanese,train
umari,Japanese,train
horigoshi,Japanese,train
takagaki,Japanese,train
nakasawa,Japanese,train
monomonoi,Japanese,train
munkata,Japanese,train
iesada,Japanese,train
fukushima,Japanese,train
akutagawa,Japanese,train
fujikage,Japanese,train
mizutani,Japanese,train
temko,Japanese,train
asai,Japanese,train
mayuzumi,Japanese,train
isayama,Japanese,train
ohira,Japanese,train
ohba,Japanese,train
kamachi,Japanese,train
tomori,Japanese,train
tarumi,Japanese,train
terada,Japanese,train
matsushita,Japanese,train
tabuchi,Japanese,train
yoshinobu,Japanese,train
yamaoka,Japanese,train
komura,Japanese,train
ogura,Japanese,train
sasakawa,Japanese,train
makuda,Japanese,train
tokuoka,Japanese,train
funabashi,Japanese,train
uchida,Japanese,train
fujimoto,Japanese,train
takemitsu,Japanese,train
eda,Japanese,train
watoga,Japanese,train
modegi,Japanese,train
kotara,Japanese,train
shidehara,Japanese,train
kodama,Japanese,train
suenami,Japanese,train
daishi,Japanese,train
shiga,Japanese,train
kiski,Japanese,train
sugase,Japanese,train
ishimura,Japanese,train
taira,Japanese,train
ikoma,Japanese,train
matsumara,Japanese,train
fukumitsu,Japanese,train
ogyu,Japanese,train
suzuki,Japanese,train
otani,Japanese,train
kanada,Japanese,train
bunya,Japanese,train
onohara,Japanese,train
shigeki,Japanese,train
sakata,Japanese,train
takayama,Japanese,train
nakanishi,Japanese,train
toyama,Japanese,train
fukuoka,Japanese,train
tsurimi,Japanese,train
kudara,Japanese,train
kamata,Japanese,train
hideyoshi,Japanese,train
narato,Japanese,train
shimamura,Japanese,train
moto,Japanese,train
hasekura,Japanese,train
nozaki,Japanese,train
otomo,Japanese,train
takewaki,Japanese,train
hyata,Japanese,train
akimoto,Japanese,train
kaminaga,Japanese,train
ashida,Japanese,train
hirase,Japanese,train
matsura,Japanese,train
uesugi,Japanese,train
fuschida,Japanese,train
maeda,Japanese,train
arihyoshi,Japanese,train
hanabusa,Japanese,train
tsukatani,Japanese,train
tsunoda,Japanese,train
takagawa,Japanese,train
noda,Japanese,train
matoke,Japanese,train
okada,Japanese,train
kajahara,Japanese,train
itoh,Japanese,train
tenshin,Japanese,train
fukusaku,Japanese,train
shimanouchi,Japanese,train
ippitsusai,Japanese,train
yamana,Japanese,train
chiba,Japanese,train
tanaka,Japanese,train
konishi,Japanese,train
mazuka,Japanese,train
kuga,Japanese,train
shirokawa,Japanese,train
kurata,Japanese,train
masuko,Japanese,train
endoso,Japanese,train
okanao,Japanese,train
saeki,Japanese,train
hira,Japanese,train
miyamae,Japanese,train
arakida,Japanese,train
hiratasuka,Japanese,train
nakao,Japanese,train
suzambo,Japanese,train
mitsubishi,Japanese,train
shimon,Japanese,train
yoshizawa,Japanese,train
toshishai,Japanese,train
soseki,Japanese,train
toyota,Japanese,train
kuroda,Japanese,train
usami,Japanese,train
yanagi,Japanese,train
yuasa,Japanese,train
dan,Japanese,train
otsu,Japanese,train
ayugai,Japanese,train
iemochi,Japanese,train
isobe,Japanese,train
kasaya,Japanese,train
yoshifumi,Japanese,train
hatoyama,Japanese,train
takudo,Japanese,train
miyake,Japanese,train
kurofuji,Japanese,train
nagai,Japanese,train
yoshitomi,Japanese,train
hoshino,Japanese,train
tsuchie,Japanese,train
shiba,Japanese,train
ouchi,Japanese,train
yamakage,Japanese,train
hayashi,Japanese,train
iseki,Japanese,train
yonai,Japanese,train
sakakibara,Japanese,train
saiki,Japanese,train
numajiri,Japanese,train
mitzusaka,Japanese,train
sakoda,Japanese,train
komatsuzaki,Japanese,train
nishimoto,Japanese,train
shinozuka,Japanese,train
ayabito,Japanese,train
sotomura,Japanese,train
fukunaka,Japanese,train
shigemitsu,Japanese,train
taniguchi,Japanese,train
tomika,Japanese,train
kawashima,Japanese,train
kada,Japanese,train
nakano,Japanese,train
yamaha,Japanese,train
ohishi,Japanese,train
hosokaya,Japanese,train
okazawaya,Japanese,train
kasahara,Japanese,train
murkami,Japanese,train
nishi,Japanese,train
nagumo,Japanese,train
tatenaka,Japanese,train
shimizu,Japanese,train
ariwara,Japanese,train
kikui,Japanese,train
katsura,Japanese,train
tsukioka,Japanese,train
uehara,Japanese,train
hosokawa,Japanese,train
mazaki,Japanese,train
kuramoto,Japanese,train
ochiai,Japanese,train
tamazaki,Japanese,train
ebisawa,Japanese,train
nakazawa,Japanese,train
hotta,Japanese,train
tange,Japanese,train
numata,Japanese,train
tsutomu,Japanese,train
yoshizaki,Japanese,train
yoemon,Japanese,train
ekiguchi,Japanese,train
anami,Japanese,train
yamakawa,Japanese,train
katayanagi,Japanese,train
egami,Japanese,train
mizumaki,Japanese,train
enoki,Japanese,train
osaragi,Japanese,train
hayami,Japanese,train
hisamatsu,Japanese,train
togo,Japanese,train
okuda,Japanese,train
hiyama,Japanese,train
koruba,Japanese,train
ina,Japanese,train
saji,Japanese,train
makioka,Japanese,train
uetake,Japanese,train
nakane,Japanese,train
fukayama,Japanese,train
seo,Japanese,train
nakada,Japanese,train
okamura,Japanese,train
haga,Japanese,train
kurogane,Japanese,train
ii,Japanese,train
nawabe,Japanese,train
sakamoto,Japanese,train
joshuyo,Japanese,train
uoya,Japanese,train
inokuma,Japanese,train
horiuchi,Japanese,train
ichisada,Japanese,train
shioya,Japanese,train
kinashita,Japanese,train
kitagawa,Japanese,train
terajima,Japanese,train
kono,Japanese,train
saigo,Japanese,train
ishihara,Japanese,train
ooka,Japanese,train
tsukahara,Japanese,train
kaneko,Japanese,train
takahashi,Japanese,train
nanami,Japanese,train
sarumara,Japanese,train
shimura,Japanese,train
tanizaki,Japanese,train
hayashida,Japanese,train
miyajima,Japanese,train
okawa,Japanese,train
higoshi,Japanese,train
yoshida,Japanese,train
baisotei,Japanese,train
wakatsuki,Japanese,train
okamoto,Japanese,train
tsuda,Japanese,train
hagiwara,Japanese,train
kimura,Japanese,train
ono,Japanese,train
ieyoshi,Japanese,train
hayata,Japanese,train
terakado,Japanese,train
fugunaga,Japanese,train
haruguchi,Japanese,train
sasaki,Japanese,train
horri,Japanese,train
okimasa,Japanese,train
kuwabara,Japanese,train
narahashi,Japanese,train
honami,Japanese,train
gensai,Japanese,train
matsuo,Japanese,train
enomoto,Japanese,train
deushi,Japanese,train
onoe,Japanese,train
makino,Japanese,train
yamanaka,Japanese,train
fukuyama,Japanese,train
kawamata,Japanese,train
omori,Japanese,train
ito,Japanese,train
okano,Japanese,train
saga,Japanese,train
kuramochi,Japanese,train
morimoto,Japanese,train
marugo,Japanese,train
tani,Japanese,train
oishi,Japanese,train
muro,Japanese,train
kato,Japanese,train
matokai,Japanese,train
soma,Japanese,train
motoyoshi,Japanese,train
tsucgimoto,Japanese,train
sugihara,Japanese,train
shima,Japanese,train
sugimura,Japanese,train
kan,Japanese,train
takaki,Japanese,train
shimazu,Japanese,train
serizawa,Japanese,train
sohda,Japanese,train
urogataya,Japanese,train
takashi,Japanese,train
matsushina,Japanese,train
nonomura,Japanese,train
akita,Japanese,train
chino,Japanese,train
ibi,Japanese,train
tsuji,Japanese,train
konoe,Japanese,train
yamhata,Japanese,train
kira,Japanese,train
nakamura,Japanese,train
yokokawa,Japanese,train
endo,Japanese,train
ko,Japanese,train
sonoda,Japanese,train
hori,Japanese,train
muraoka,Japanese,train
sakurai,Japanese,train
yamanouchi,Japanese,train
muruyama,Japanese,train
shimazaki,Japanese,train
aihara,Japanese,train
ikina,Japanese,train
fukuda,Japanese,train
kogara,Japanese,train
sada,Japanese,train
shirasu,Japanese,train
nagata,Japanese,train
etsuko,Japanese,train
minatoya,Japanese,train
ichiro,Japanese,train
iriye,Japanese,train
kinoshita,Japanese,train
noguchi,Japanese,train
ohmae,Japanese,train
ienari,Japanese,train
onishi,Japanese,train
hiraga,Japanese,train
shimuzu,Japanese,train
tawaraya,Japanese,train
shimaoka,Japanese,train
asari,Japanese,train
sakubara,Japanese,train
kashiwagi,Japanese,train
hiroyuki,Japanese,train
yanagita,Japanese,train
kamioka,Japanese,train
kate,Japanese,train
ikeda,Japanese,train
kojima,Japanese,train
sen,Japanese,train
takimoto,Japanese,train
idane,Japanese,train
kenkyusha,Japanese,train
nishimuraya,Japanese,train
amaya,Japanese,train
raikatuji,Japanese,train
matsumoto,Japanese,train
kondo,Japanese,train
kase,Japanese,train
satake,Japanese,train
shimada,Japanese,train
okabe,Japanese,train
otake,Japanese,train
murata,Japanese,train
kawamura,Japanese,train
murase,Japanese,train
niijima,Japanese,train
shobo,Japanese,train
shibukji,Japanese,train
matano,Japanese,train
shimohira,Japanese,train
yamahata,Japanese,train
iwakura,Japanese,train
ichiyusai,Japanese,train
hojo,Japanese,train
akiyama,Japanese,train
kogo,Japanese,train
kasai,Japanese,train
imai,Japanese,train
miyagi,Japanese,train
kajitani,Japanese,train
horigome,Japanese,train
tagawa,Japanese,train
katsumata,Japanese,train
sakuraba,Japanese,train
mushanaokoji,Japanese,train
kurmochi,Japanese,train
okimoto,Japanese,train
sassa,Japanese,train
ogiwara,Japanese,train
shirane,Japanese,train
tsumemasa,Japanese,train
ijiri,Japanese,train
bando,Japanese,train
ichikawa,Japanese,train
nakahara,Japanese,train
hamaguchi,Japanese,train
kamon,Japanese,train
hatakeda,Japanese,train
iijima,Japanese,train
hokusai,Japanese,train
anzai,Japanese,train
kudo,Japanese,train
masoni,Japanese,train
shibata,Japanese,train
arai,Japanese,train
akaike,Japanese,train
ugaki,Japanese,train
saionji,Japanese,train
nagase,Japanese,train
masaoka,Japanese,train
akamatsu,Japanese,train
koyanagi,Japanese,train
miyamoto,Japanese,train
kawabata,Japanese,train
morisue,Japanese,train
karamorita,Japanese,train
sakai,Japanese,train
takaoka,Japanese,train
tamura,Japanese,train
taku,Japanese,train
terauchi,Japanese,train
tochikura,Japanese,train
kobi,Japanese,train
hitomi,Japanese,train
tatsuko,Japanese,train
miyazawa,Japanese,val
ajibana,Japanese,val
tsubouchi,Japanese,val
iitaka,Japanese,val
morri,Japanese,val
murakami,Japanese,val
fumihiko,Japanese,val
ogata,Japanese,val
minabuchi,Japanese,val
takasu,Japanese,val
fujishima,Japanese,val
mitsui,Japanese,val
matsumura,Japanese,val
kunda,Japanese,val
tommii,Japanese,val
yasuda,Japanese,val
soho,Japanese,val
kamo,Japanese,val
noro,Japanese,val
sano,Japanese,val
sato,Japanese,val
ukiyo,Japanese,val
muraguchi,Japanese,val
hotate,Japanese,val
kobayashi,Japanese,val
shinko,Japanese,val
yano,Japanese,val
kakinomoto,Japanese,val
sammiya,Japanese,val
ohka,Japanese,val
kitao,Japanese,val
motoori,Japanese,val
maita,Japanese,val
miyoshi,Japanese,val
nishimura,Japanese,val
hatayama,Japanese,val
tanuma,Japanese,val
saitoh,Japanese,val
koizumi,Japanese,val
hiraoka,Japanese,val
higo,Japanese,val
yuhara,Japanese,val
kikuchi,Japanese,val
kusuhara,Japanese,val
mashita,Japanese,val
karube,Japanese,val
ninomiya,Japanese,val
nishio,Japanese,val
shige,Japanese,val
kawasawa,Japanese,val
nakata,Japanese,val
takashita,Japanese,val
iwahara,Japanese,val
ki,Japanese,val
kumasaka,Japanese,val
narita,Japanese,val
izumi,Japanese,val
makiguchi,Japanese,val
katayama,Japanese,val
ishibashi,Japanese,val
oichi,Japanese,val
maehata,Japanese,val
torisei,Japanese,val
shimedzu,Japanese,val
kano,Japanese,val
miura,Japanese,val
takeshita,Japanese,val
arishima,Japanese,val
arita,Japanese,val
ieyasu,Japanese,val
sugitani,Japanese,val
shiskikura,Japanese,val
minobe,Japanese,val
otaka,Japanese,val
hishikawa,Japanese,val
irie,Japanese,val
kuno,Japanese,val
tankoshitsu,Japanese,val
ihara,Japanese,val
naito,Japanese,val
shiokawa,Japanese,val
jimbo,Japanese,val
oshima,Japanese,val
shiroyama,Japanese,val
uchiyama,Japanese,val
inaba,Japanese,val
hasimoto,Japanese,val
kokan,Japanese,val
miyahara,Japanese,val
aoki,Japanese,val
kaima,Japanese,val
sekine,Japanese,val
yosano,Japanese,val
shoda,Japanese,val
kitoaji,Japanese,val
masuzoe,Japanese,val
okuma,Japanese,val
yamagata,Japanese,val
marubeni,Japanese,val
maruya,Japanese,val
umehara,Japanese,val
uno,Japanese,val
kuroki,Japanese,val
yamaguchiya,Japanese,val
takahama,Japanese,val
ijichi,Japanese,val
ashikaga,Japanese,val
imoo,Japanese,val
nomura,Japanese,val
mutsu,Japanese,val
kaza,Japanese,val
yoshihara,Japanese,val
watanabe,Japanese,val
saromi,Japanese,val
yamakazi,Japanese,val
nakatoni,Japanese,val
kimio,Japanese,test
hirano,Japanese,test
fuse,Japanese,test
kishi,Japanese,test
takabe,Japanese,test
kinugasa,Japanese,test
inihara,Japanese,test
sone,Japanese,test
furusawa,Japanese,test
shinozaki,Japanese,test
karubo,Japanese,test
yoshikawa,Japanese,test
yunokawa,Japanese,test
ichimonji,Japanese,test
odaka,Japanese,test
momotani,Japanese,test
kawatake,Japanese,test
shiratori,Japanese,test
koguchi,Japanese,test
kurosawa,Japanese,test
hasegawa,Japanese,test
mitsuya,Japanese,test
munakata,Japanese,test
tsukehara,Japanese,test
hike,Japanese,test
doi,Japanese,test
mimasuya,Japanese,test
kahaya,Japanese,test
sakiyurai,Japanese,test
royama,Japanese,test
abukara,Japanese,test
kamio,Japanese,test
mishima,Japanese,test
ino,Japanese,test
ise,Japanese,test
okubo,Japanese,test
namiki,Japanese,test
takasugi,Japanese,test
inouye,Japanese,test
ando,Japanese,test
mihashi,Japanese,test
takeda,Japanese,test
shichirobei,Japanese,test
sugisata,Japanese,test
mizuno,Japanese,test
hirasi,Japanese,test
obinata,Japanese,test
ryusaki,Japanese,test
nakasone,Japanese,test
nosaka,Japanese,test
onoda,Japanese,test
kenmotsu,Japanese,test
iida,Japanese,test
maruyama,Japanese,test
yamamura,Japanese,test
hirata,Japanese,test
mushashibo,Japanese,test
asano,Japanese,test
komatsu,Japanese,test
masanobu,Japanese,test
kotoku,Japanese,test
kentaro,Japanese,test
kurkawa,Japanese,test
oinuma,Japanese,test
kajiyama,Japanese,test
kusunoki,Japanese,test
koiso,Japanese,test
tsutaya,Japanese,test
satoh,Japanese,test
morinaga,Japanese,test
kozu,Japanese,test
ezakiya,Japanese,test
kawachi,Japanese,test
nagano,Japanese,test
nataga,Japanese,test
kijimuta,Japanese,test
shunji,Japanese,test
shibanuma,Japanese,test
fuwa,Japanese,test
imagawa,Japanese,test
kijmuta,Japanese,test
kitamura,Japanese,test
eto,Japanese,test
shigi,Japanese,test
futabatei,Japanese,test
funakoshi,Japanese,test
aida,Japanese,test
tsujimura,Japanese,test
sugai,Japanese,test
asuhara,Japanese,test
mitsuharu,Japanese,test
yamura,Japanese,test
fukuzawa,Japanese,test
kubo,Japanese,test
ui,Japanese,test
sugawara,Japanese,test
minami,Japanese,test
hishida,Japanese,test
kakutama,Japanese,test
obata,Japanese,test
hyobanshi,Japanese,test
matsuya,Japanese,test
komine,Japanese,test
sawamatsu,Japanese,test
higuchi,Japanese,test
senmatsu,Japanese,test
hino,Japanese,test
kajiwara,Japanese,test
dazai,Japanese,test
kyubei,Japanese,test
kitano,Japanese,test
kwakami,Japanese,test
asanuma,Japanese,test
igarashi,Japanese,test
matsuzawa,Japanese,test
nishikawa,Japanese,test
asahi,Japanese,test
hwang,Korean,train
nam,Korean,train
